SOURCE_ROW_NUMBER,listing_id,price,PRICE_FILTER_MODE,USED_FOR_TRAIN,EXCLUSION_REASON,PCS_DATE
17495,19177698,269000,BASELINE,Y,,2026-09-18
17496,19177662,269000,BASELINE,Y,,2026-09-18
17497,19177568,379000,BASELINE,Y,,2026-09-18
17498,19177509,269000,BASELINE,Y,,2026-09-18
17499,18731782,269000,BASELINE,Y,,2026-09-18
17500,19149533,1290000,BASELINE,Y,,2026-09-18
17501,19177337,299000,BASELINE,Y,,2026-09-18
17502,19177311,399000,BASELINE,Y,,2026-09-18
17503,19035588,229000,BASELINE,Y,,2026-09-18
17504,19131925,499000,BASELINE,Y,,2026-09-18
17505,16317801,125000,BASELINE,Y,,2026-09-18
17506,19130266,259000,BASELINE,Y,,2026-09-18
17507,18938877,349999,BASELINE,Y,,2026-09-18
17508,19126423,499000,BASELINE,Y,,2026-09-18
17509,19063266,369000,BASELINE,Y,,2026-09-18
17510,19062976,369000,BASELINE,Y,,2026-09-18
17511,18688947,680000,BASELINE,Y,,2026-09-18
17512,18833385,439000,BASELINE,Y,,2026-09-18
17513,18812827,720000,BASELINE,Y,,2026-09-18
17514,19176406,310000,BASELINE,Y,,2026-09-18
17515,19158520,1470000,BASELINE,Y,,2026-09-18
17516,18909522,448000,BASELINE,Y,,2026-09-18
17517,18785405,958000,BASELINE,Y,,2026-09-18
17518,19176918,218000,BASELINE,Y,,2026-09-18
17519,19156349,359000,BASELINE,Y,,2026-09-18
17520,18826487,309000,BASELINE,Y,,2026-09-18
17521,17392986,898000,BASELINE,Y,,2026-09-18
17522,18107768,1190000,BASELINE,Y,,2026-09-18
17523,18001349,728000,BASELINE,Y,,2026-09-18
17524,18654696,1450000,BASELINE,Y,,2026-09-18
17525,19176690,499000,BASELINE,Y,,2026-09-18
17526,18416799,479000,BASELINE,Y,,2026-09-18
17527,14838967,369000,BASELINE,Y,,2026-09-18
17528,19095577,329990,BASELINE,Y,,2026-09-18
17529,19011948,349000,BASELINE,Y,,2026-09-18
17530,19176527,215000,BASELINE,Y,,2026-09-18
17531,19176463,929000,BASELINE,Y,,2026-09-18
17532,19130678,565000,BASELINE,Y,,2026-09-18
17533,19070776,1290000,BASELINE,Y,,2026-09-18
17534,18660456,1790000,BASELINE,Y,,2026-09-18
17535,19166721,1250000,BASELINE,Y,,2026-09-18
17536,19122623,1890000,BASELINE,Y,,2026-09-18
17537,19095863,799000,BASELINE,Y,,2026-09-18
17538,18781344,749000,BASELINE,Y,,2026-09-18
17539,18817346,679000,BASELINE,Y,,2026-09-18
17540,16589359,699000,BASELINE,Y,,2026-09-18
17541,19095962,1190000,BASELINE,Y,,2026-09-18
17542,19152384,619000,BASELINE,Y,,2026-09-18
17543,19150532,459000,BASELINE,Y,,2026-09-18
17544,19143163,469000,BASELINE,Y,,2026-09-18
17545,19119425,799000,BASELINE,Y,,2026-09-18
17546,19106908,429000,BASELINE,Y,,2026-09-18
17547,19072275,299000,BASELINE,Y,,2026-09-18
17548,19031146,429000,BASELINE,Y,,2026-09-18
17549,18979852,459000,BASELINE,Y,,2026-09-18
17550,18777180,495000,BASELINE,Y,,2026-09-18
17551,18957800,359000,BASELINE,Y,,2026-09-18
17552,18391318,399000,BASELINE,Y,,2026-09-18
17553,17555732,1999000,BASELINE,Y,,2026-09-18
17554,16461006,959000,BASELINE,Y,,2026-09-18
17555,18494491,258000,BASELINE,Y,,2026-09-18
17556,19032665,209000,BASELINE,Y,,2026-09-18
17557,18953648,324000,BASELINE,Y,,2026-09-18
17558,19042296,479000,BASELINE,Y,,2026-09-18
17559,18944634,288000,BASELINE,Y,,2026-09-18
17560,18694755,1299000,BASELINE,Y,,2026-09-18
17561,19122429,959000,BASELINE,Y,,2026-09-18
17562,18560786,489000,BASELINE,Y,,2026-09-18
17563,18523619,369000,BASELINE,Y,,2026-09-18
17564,18618481,425000,BASELINE,Y,,2026-09-18
17565,18961885,185000,BASELINE,Y,,2026-09-18
17566,16881489,728000,BASELINE,Y,,2026-09-18
17567,19014244,385000,BASELINE,Y,,2026-09-18
17568,18693354,475000,BASELINE,Y,,2026-09-18
17569,19014261,315000,BASELINE,Y,,2026-09-18
17570,18818861,375000,BASELINE,Y,,2026-09-18
17571,19029031,635000,BASELINE,Y,,2026-09-18
17572,19104961,215000,BASELINE,Y,,2026-09-18
17573,19028993,685000,BASELINE,Y,,2026-09-18
17574,18413003,445000,BASELINE,Y,,2026-09-18
17575,17381994,325000,BASELINE,Y,,2026-09-18
17576,18994014,375000,BASELINE,Y,,2026-09-18
17577,18932047,535000,BASELINE,Y,,2026-09-18
17578,19124516,435000,BASELINE,Y,,2026-09-18
17579,19124533,595000,BASELINE,Y,,2026-09-18
17580,19124550,475000,BASELINE,Y,,2026-09-18
17581,19124500,485000,BASELINE,Y,,2026-09-18
17582,18931934,395000,BASELINE,Y,,2026-09-18
17583,19073847,435000,BASELINE,Y,,2026-09-18
17584,19114171,395000,BASELINE,Y,,2026-09-18
17585,19104979,515000,BASELINE,Y,,2026-09-18
17586,19114162,335000,BASELINE,Y,,2026-09-18
17587,19029012,425000,BASELINE,Y,,2026-09-18
17588,18958014,535000,BASELINE,Y,,2026-09-18
17589,18867996,295000,BASELINE,Y,,2026-09-18
17590,19014228,615000,BASELINE,Y,,2026-09-18
17591,19029043,415000,BASELINE,Y,,2026-09-18
17592,18957401,489000,BASELINE,Y,,2026-09-18
17593,18934132,949000,BASELINE,Y,,2026-09-18
17594,19157108,254000,BASELINE,Y,,2026-09-18
17595,19157642,259000,BASELINE,Y,,2026-09-18
17596,19157122,429000,BASELINE,Y,,2026-09-18
17597,19157983,394000,BASELINE,Y,,2026-09-18
17598,19142419,645000,BASELINE,Y,,2026-09-18
17599,19142345,395000,BASELINE,Y,,2026-09-18
17600,19120073,225000,BASELINE,Y,,2026-09-18
17601,18939426,1290000,BASELINE,Y,,2026-09-18
17602,19172534,135000,BASELINE,Y,,2026-09-18
17603,19149896,664000,BASELINE,Y,,2026-09-18
17604,19119225,589000,BASELINE,Y,,2026-09-18
17605,18599779,189000,BASELINE,Y,,2026-09-18
17606,18788277,779000,BASELINE,Y,,2026-09-18
17607,19094515,949000,BASELINE,Y,,2026-09-18
17608,18757506,599000,BASELINE,Y,,2026-09-18
17609,19174918,399000,BASELINE,Y,,2026-09-18
17610,16567389,1090000,BASELINE,Y,,2026-09-18
17611,18692953,1090000,BASELINE,Y,,2026-09-18
17612,18779413,1090000,BASELINE,Y,,2026-09-18
17613,17238713,1790000,BASELINE,Y,,2026-09-18
17614,18500679,1590000,BASELINE,Y,,2026-09-18
17615,18327878,1090000,BASELINE,Y,,2026-09-18
17616,18717605,999000,BASELINE,Y,,2026-09-18
17617,18653475,2390000,BASELINE,Y,,2026-09-18
17618,19140259,454000,BASELINE,Y,,2026-09-18
17619,19149930,214000,BASELINE,Y,,2026-09-18
17620,18910714,529000,BASELINE,Y,,2026-09-18
17621,18794273,349000,BASELINE,Y,,2026-09-18
17622,19174243,1390000,BASELINE,Y,,2026-09-18
17623,19150096,449000,BASELINE,Y,,2026-09-18
17624,18947955,1950000,BASELINE,Y,,2026-09-18
17625,19143987,479000,BASELINE,Y,,2026-09-18
17626,19124977,739000,BASELINE,Y,,2026-09-18
17627,19175010,389000,BASELINE,Y,,2026-09-18
17628,19174972,359000,BASELINE,Y,,2026-09-18
17629,19152319,259000,BASELINE,Y,,2026-09-18
17630,19174965,1390000,BASELINE,Y,,2026-09-18
17631,18545849,178000,BASELINE,Y,,2026-09-18
17632,18919898,185000,BASELINE,Y,,2026-09-18
17633,18988982,379000,BASELINE,Y,,2026-09-18
17634,19149499,334000,BASELINE,Y,,2026-09-18
17635,18906319,599000,BASELINE,Y,,2026-09-18
17636,19174731,329000,BASELINE,Y,,2026-09-18
17637,19174763,899000,BASELINE,Y,,2026-09-18
17638,19150121,274000,BASELINE,Y,,2026-09-18
17639,18913080,499000,BASELINE,Y,,2026-09-18
17640,18546832,399000,BASELINE,Y,,2026-09-18
17641,13415904,1790000,BASELINE,Y,,2026-09-18
17642,19149630,154000,BASELINE,Y,,2026-09-18
17643,19152455,479000,BASELINE,Y,,2026-09-18
17644,19140229,504000,BASELINE,Y,,2026-09-18
17645,18986595,299000,BASELINE,Y,,2026-09-18
17646,19174519,259000,BASELINE,Y,,2026-09-18
17647,19174503,399000,BASELINE,Y,,2026-09-18
17648,19174497,478000,BASELINE,Y,,2026-09-18
17649,19021842,279000,BASELINE,Y,,2026-09-18
17650,19009347,789000,BASELINE,Y,,2026-09-18
17651,18938346,389000,BASELINE,Y,,2026-09-18
17652,19019269,529000,BASELINE,Y,,2026-09-18
17653,18871146,199990,BASELINE,Y,,2026-09-18
17654,18718005,399999,BASELINE,Y,,2026-09-18
17655,19174350,2390000,BASELINE,Y,,2026-09-18
17656,14101287,1990000,BASELINE,Y,,2026-09-18
17657,18300804,1150000,BASELINE,Y,,2026-09-18
17658,19038527,564000,BASELINE,Y,,2026-09-18
17659,18999709,469000,BASELINE,Y,,2026-09-18
17660,19101589,398000,BASELINE,Y,,2026-09-18
17661,19148943,419000,BASELINE,Y,,2026-09-18
17662,18937604,509000,BASELINE,Y,,2026-09-18
17663,19114041,758000,BASELINE,Y,,2026-09-18
17664,16899302,558000,BASELINE,Y,,2026-09-18
17665,18881895,758000,BASELINE,Y,,2026-09-18
17666,18992235,1190000,BASELINE,Y,,2026-09-18
17667,17519711,479000,BASELINE,Y,,2026-09-18
17668,18814972,495000,BASELINE,Y,,2026-09-18
17669,18826370,665000,BASELINE,Y,,2026-09-18
17670,17979711,405000,BASELINE,Y,,2026-09-18
17671,17954666,555000,BASELINE,Y,,2026-09-18
17672,19147650,565000,BASELINE,Y,,2026-09-18
17673,19147713,655000,BASELINE,Y,,2026-09-18
17674,19149683,439000,BASELINE,Y,,2026-09-18
17675,19104939,265000,BASELINE,Y,,2026-09-18
17676,19122527,1990000,BASELINE,Y,,2026-09-18
17677,18783046,514000,BASELINE,Y,,2026-09-18
17678,19150167,475000,BASELINE,Y,,2026-09-18
17679,19150180,365000,BASELINE,Y,,2026-09-18
17680,19149678,589000,BASELINE,Y,,2026-09-18
17681,18000184,959000,BASELINE,Y,,2026-09-18
17682,19150202,445000,BASELINE,Y,,2026-09-18
17683,18834533,649000,BASELINE,Y,,2026-09-18
17684,19128706,746000,BASELINE,Y,,2026-09-18
17685,19173750,359000,BASELINE,Y,,2026-09-18
17686,19150216,425000,BASELINE,Y,,2026-09-18
17687,19104870,465000,BASELINE,Y,,2026-09-18
17688,19152429,529000,BASELINE,Y,,2026-09-18
17689,19173666,513000,BASELINE,Y,,2026-09-18
17690,18925174,279000,BASELINE,Y,,2026-09-18
17691,18913093,604000,BASELINE,Y,,2026-09-18
17692,19173488,565000,BASELINE,Y,,2026-09-18
17693,19173510,615000,BASELINE,Y,,2026-09-18
17694,19173529,545000,BASELINE,Y,,2026-09-18
17695,19173589,499000,BASELINE,Y,,2026-09-18
17696,16481106,579000,BASELINE,Y,,2026-09-18
17697,18507518,499000,BASELINE,Y,,2026-09-18
17698,19152488,339000,BASELINE,Y,,2026-09-18
17699,19104922,604000,BASELINE,Y,,2026-09-18
17700,18953714,489000,BASELINE,Y,,2026-09-18
17701,18702355,304000,BASELINE,Y,,2026-09-18
17702,18657718,599000,BASELINE,Y,,2026-09-18
17703,18987817,499000,BASELINE,Y,,2026-09-18
17704,18987777,469000,BASELINE,Y,,2026-09-18
17705,18987763,439000,BASELINE,Y,,2026-09-18
17706,18507280,559000,BASELINE,Y,,2026-09-18
17707,17595420,1059000,BASELINE,Y,,2026-09-18
17708,18657535,579000,BASELINE,Y,,2026-09-18
17709,18428399,489000,BASELINE,Y,,2026-09-18
17710,18797096,359000,BASELINE,Y,,2026-09-18
17711,18797134,489000,BASELINE,Y,,2026-09-18
17712,18484634,629000,BASELINE,Y,,2026-09-18
17713,18927665,799000,BASELINE,Y,,2026-09-18
17714,18927789,499000,BASELINE,Y,,2026-09-18
17715,19092725,899000,BASELINE,Y,,2026-09-18
17716,19092740,539000,BASELINE,Y,,2026-09-18
17717,19092742,539000,BASELINE,Y,,2026-09-18
17718,19092743,449000,BASELINE,Y,,2026-09-18
17719,19092746,439000,BASELINE,Y,,2026-09-18
17720,19092754,629000,BASELINE,Y,,2026-09-18
17721,19092775,669000,BASELINE,Y,,2026-09-18
17722,18987788,149000,BASELINE,Y,,2026-09-18
17723,19092798,599000,BASELINE,Y,,2026-09-18
17724,19092793,789000,BASELINE,Y,,2026-09-18
17725,19093558,2090000,BASELINE,Y,,2026-09-18
17726,19017929,629000,BASELINE,Y,,2026-09-18
17727,19011975,699000,BASELINE,Y,,2026-09-18
17728,19162596,1,BASELINE,Y,,2026-09-18
17729,19141779,1190000,BASELINE,Y,,2026-09-18
17730,18872530,459000,BASELINE,Y,,2026-09-18
17731,18746646,799000,BASELINE,Y,,2026-09-18
17732,19173320,249000,BASELINE,Y,,2026-09-18
17733,19167852,399000,BASELINE,Y,,2026-09-18
17734,19018069,799000,BASELINE,Y,,2026-09-18
17735,19146214,519000,BASELINE,Y,,2026-09-18
17736,19004587,389000,BASELINE,Y,,2026-09-18
17737,19173033,159000,BASELINE,Y,,2026-09-18
17738,19172215,619000,BASELINE,Y,,2026-09-18
17739,18666960,639000,BASELINE,Y,,2026-09-18
17740,19131636,589000,BASELINE,Y,,2026-09-18
17741,19125458,419000,BASELINE,Y,,2026-09-18
17742,19124845,339000,BASELINE,Y,,2026-09-18
17743,19146242,729000,BASELINE,Y,,2026-09-18
17744,19139832,575000,BASELINE,Y,,2026-09-18
17745,19150468,269000,BASELINE,Y,,2026-09-18
17746,19150210,329000,BASELINE,Y,,2026-09-18
17747,19148962,349000,BASELINE,Y,,2026-09-18
17748,18953489,1799000,BASELINE,Y,,2026-09-18
17749,19139732,445000,BASELINE,Y,,2026-09-18
17750,19044604,419000,BASELINE,Y,,2026-09-18
17751,19172634,448000,BASELINE,Y,,2026-09-18
17752,19114779,289000,BASELINE,Y,,2026-09-18
17753,19074056,519000,BASELINE,Y,,2026-09-18
17754,19172601,679000,BASELINE,Y,,2026-09-18
17755,19095701,318000,BASELINE,Y,,2026-09-18
17756,19095683,499000,BASELINE,Y,,2026-09-18
17757,19149756,398000,BASELINE,Y,,2026-09-18
17758,19154903,368000,BASELINE,Y,,2026-09-18
17759,19154955,498000,BASELINE,Y,,2026-09-18
17760,19125376,499000,BASELINE,Y,,2026-09-18
17761,19026019,3450000,BASELINE,Y,,2026-09-18
17762,19172007,4990000,BASELINE,Y,,2026-09-18
17763,19082868,3090000,BASELINE,Y,,2026-09-18
17764,18690231,1030000,BASELINE,Y,,2026-09-18
17765,18592831,299000,BASELINE,Y,,2026-09-18
17766,18949483,719000,BASELINE,Y,,2026-09-18
17767,19059045,679000,BASELINE,Y,,2026-09-18
17768,18916878,498000,BASELINE,Y,,2026-09-18
17769,14266286,248000,BASELINE,Y,,2026-09-18
17770,18599977,298000,BASELINE,Y,,2026-09-18
17771,19036828,649000,BASELINE,Y,,2026-09-18
17772,19113845,365000,BASELINE,Y,,2026-09-18
17773,18781610,629000,BASELINE,Y,,2026-09-18
17774,19171173,739000,BASELINE,Y,,2026-09-18
17775,19076618,256000,BASELINE,Y,,2026-09-18
17776,19170970,409000,BASELINE,Y,,2026-09-18
17777,19170953,399000,BASELINE,Y,,2026-09-18
17778,19096539,419000,BASELINE,Y,,2026-09-18
17779,19039548,669000,BASELINE,Y,,2026-09-18
17780,18921715,919000,BASELINE,Y,,2026-09-18
17781,18820529,710000,BASELINE,Y,,2026-09-18
17782,18737680,859000,BASELINE,Y,,2026-09-18
17783,16972207,729000,BASELINE,Y,,2026-09-18
17784,18634987,899000,BASELINE,Y,,2026-09-18
17785,18612649,899000,BASELINE,Y,,2026-09-18
17786,19124994,969000,BASELINE,Y,,2026-09-18
17787,19155065,359000,BASELINE,Y,,2026-09-18
17788,19170814,409000,BASELINE,Y,,2026-09-18
17789,19170813,1480000,BASELINE,Y,,2026-09-18
17790,19140303,1250000,BASELINE,Y,,2026-09-18
17791,18205453,499000,BASELINE,Y,,2026-09-18
17792,18746299,699000,BASELINE,Y,,2026-09-18
17793,17920560,1280000,BASELINE,Y,,2026-09-18
17794,19026535,1390000,BASELINE,Y,,2026-09-18
17795,18746290,599000,BASELINE,Y,,2026-09-18
17796,19149149,629000,BASELINE,Y,,2026-09-18
17797,17954439,669000,BASELINE,Y,,2026-09-18
17798,18851633,649000,BASELINE,Y,,2026-09-18
17799,19145556,749000,BASELINE,Y,,2026-09-18
17800,19146303,435000,BASELINE,Y,,2026-09-18
17801,19122366,1390000,BASELINE,Y,,2026-09-18
17802,19146267,515000,BASELINE,Y,,2026-09-18
17803,19153407,364000,BASELINE,Y,,2026-09-18
17804,19170180,2190000,BASELINE,Y,,2026-09-18
17805,19169234,209000,BASELINE,Y,,2026-09-18
17806,19166740,535000,BASELINE,Y,,2026-09-18
17807,19166742,795000,BASELINE,Y,,2026-09-18
17808,19150907,419000,BASELINE,Y,,2026-09-18
17809,19081779,434000,BASELINE,Y,,2026-09-18
17810,19091527,544000,BASELINE,Y,,2026-09-18
17811,19091546,364000,BASELINE,Y,,2026-09-18
17812,19091575,474000,BASELINE,Y,,2026-09-18
17813,19129999,394000,BASELINE,Y,,2026-09-18
17814,19133131,329000,BASELINE,Y,,2026-09-18
17815,19132511,744000,BASELINE,Y,,2026-09-18
17816,19132786,299000,BASELINE,Y,,2026-09-18
17817,19126073,499000,BASELINE,Y,,2026-09-18
17818,19170061,308000,BASELINE,Y,,2026-09-18
17819,19170056,498000,BASELINE,Y,,2026-09-18
17820,19139624,529000,BASELINE,Y,,2026-09-18
17821,19144536,699000,BASELINE,Y,,2026-09-18
17822,19169896,189000,BASELINE,Y,,2026-09-18
17823,19160062,699000,BASELINE,Y,,2026-09-18
17824,18934254,599000,BASELINE,Y,,2026-09-18
17825,19015395,469000,BASELINE,Y,,2026-09-18
17826,19169200,199000,BASELINE,Y,,2026-09-18
17827,19155802,299000,BASELINE,Y,,2026-09-18
17828,19169131,888000,BASELINE,Y,,2026-09-18
17829,19169087,449000,BASELINE,Y,,2026-09-18
17830,19132467,394000,BASELINE,Y,,2026-09-18
17831,13570618,479000,BASELINE,Y,,2026-09-18
17832,18993944,369999,BASELINE,Y,,2026-09-18
17833,18701962,839000,BASELINE,Y,,2026-09-18
17834,18910748,469000,BASELINE,Y,,2026-09-18
17835,17196403,529000,BASELINE,Y,,2026-09-18
17836,19126755,439000,BASELINE,Y,,2026-09-18
17837,18986590,369000,BASELINE,Y,,2026-09-18
17838,18986614,379000,BASELINE,Y,,2026-09-18
17839,18910757,899000,BASELINE,Y,,2026-09-18
17840,19130268,264000,BASELINE,Y,,2026-09-18
17841,19166772,365000,BASELINE,Y,,2026-09-18
17842,19144466,479000,BASELINE,Y,,2026-09-18
17843,18776477,3590000,BASELINE,Y,,2026-09-18
17844,19052934,2298000,BASELINE,Y,,2026-09-18
17845,18973328,348000,BASELINE,Y,,2026-09-18
17846,18946305,599000,BASELINE,Y,,2026-09-18
17847,19107617,529000,BASELINE,Y,,2026-09-18
17848,19168359,419000,BASELINE,Y,,2026-09-18
17849,18717965,378000,BASELINE,Y,,2026-09-18
17850,18922977,298000,BASELINE,Y,,2026-09-18
17851,18738512,698000,BASELINE,Y,,2026-09-18
17852,18610485,758000,BASELINE,Y,,2026-09-18
17853,16626408,538000,BASELINE,Y,,2026-09-18
17854,19158064,499000,BASELINE,Y,,2026-09-18
17855,19158053,789000,BASELINE,Y,,2026-09-18
17856,19133166,379000,BASELINE,Y,,2026-09-18
17857,19046882,479000,BASELINE,Y,,2026-09-18
17858,16923317,828000,BASELINE,Y,,2026-09-18
17859,18989416,758000,BASELINE,Y,,2026-09-18
17860,19168063,448000,BASELINE,Y,,2026-09-18
17861,19168020,359000,BASELINE,Y,,2026-09-18
17862,19144435,484000,BASELINE,Y,,2026-09-18
17863,14843505,545000,BASELINE,Y,,2026-09-18
17864,19144451,340000,BASELINE,Y,,2026-09-18
17865,19141320,269000,BASELINE,Y,,2026-09-18
17866,19132839,269000,BASELINE,Y,,2026-09-18
17867,19167765,1990000,BASELINE,Y,,2026-09-18
17868,18628285,1450000,BASELINE,Y,,2026-09-18
17869,18488147,990000,BASELINE,Y,,2026-09-18
17870,18932237,285000,BASELINE,Y,,2026-09-18
17871,18347551,459000,BASELINE,Y,,2026-09-18
17872,18756890,349000,BASELINE,Y,,2026-09-18
17873,18958020,399000,BASELINE,Y,,2026-09-18
17874,19114621,859000,BASELINE,Y,,2026-09-18
17875,19036398,245000,BASELINE,Y,,2026-09-18
17876,19075941,589000,BASELINE,Y,,2026-09-18
17877,18970472,1050000,BASELINE,Y,,2026-09-18
17878,19100518,1389000,BASELINE,Y,,2026-09-18
17879,18911586,429000,BASELINE,Y,,2026-09-18
17880,19128663,499000,BASELINE,Y,,2026-09-18
17881,18958012,435000,BASELINE,Y,,2026-09-18
17882,19114548,399000,BASELINE,Y,,2026-09-18
17883,19011722,459000,BASELINE,Y,,2026-09-18
17884,19114502,485000,BASELINE,Y,,2026-09-18
17885,19147231,199000,BASELINE,Y,,2026-09-18
17886,19129421,339000,BASELINE,Y,,2026-09-18
17887,19145962,259000,BASELINE,Y,,2026-09-18
17888,19147232,269000,BASELINE,Y,,2026-09-18
17889,19141334,354000,BASELINE,Y,,2026-09-18
17890,19083048,375000,BASELINE,Y,,2026-09-18
17891,19167334,450000,BASELINE,Y,,2026-09-18
17892,19162106,616000,BASELINE,Y,,2026-09-18
17893,18648949,559000,BASELINE,Y,,2026-09-18
17894,18818979,787000,BASELINE,Y,,2026-09-18
17895,19124891,959000,BASELINE,Y,,2026-09-18
17896,19115914,369000,BASELINE,Y,,2026-09-18
17897,19025184,519000,BASELINE,Y,,2026-09-18
17898,19141296,469000,BASELINE,Y,,2026-09-18
17899,19071702,419000,BASELINE,Y,,2026-09-18
17900,19139702,375000,BASELINE,Y,,2026-09-18
17901,19167040,299000,BASELINE,Y,,2026-09-18
17902,19166885,599000,BASELINE,Y,,2026-09-18
17903,19040695,1200000,BASELINE,Y,,2026-09-18
17904,18969356,499000,BASELINE,Y,,2026-09-18
17905,18957344,739000,BASELINE,Y,,2026-09-18
17906,18871138,599000,BASELINE,Y,,2026-09-18
17907,18813088,1390000,BASELINE,Y,,2026-09-18
17908,18635228,1,BASELINE,Y,,2026-09-18
17909,18952114,1650000,BASELINE,Y,,2026-09-18
17910,19166694,479000,BASELINE,Y,,2026-09-18
17911,19144817,459000,BASELINE,Y,,2026-09-18
17912,18808240,429000,BASELINE,Y,,2026-09-18
17913,16482058,1299000,BASELINE,Y,,2026-09-18
17914,19080308,1259000,BASELINE,Y,,2026-09-18
17915,18442644,499000,BASELINE,Y,,2026-09-18
17916,19166565,479000,BASELINE,Y,,2026-09-18
17917,18904525,1690000,BASELINE,Y,,2026-09-18
17918,18741278,839000,BASELINE,Y,,2026-09-18
17919,18600438,1199000,BASELINE,Y,,2026-09-18
17920,19031407,320000,BASELINE,Y,,2026-09-18
17921,19130958,539000,BASELINE,Y,,2026-09-18
17922,19130952,499000,BASELINE,Y,,2026-09-18
17923,18711446,175000,BASELINE,Y,,2026-09-18
17924,18811509,379000,BASELINE,Y,,2026-09-18
17925,18551200,1,BASELINE,Y,,2026-09-18
17926,17135622,1799000,BASELINE,Y,,2026-09-18
17927,18362631,599000,BASELINE,Y,,2026-09-18
17928,18701189,379000,BASELINE,Y,,2026-09-18
17929,18169328,493000,BASELINE,Y,,2026-09-18
17930,18959605,359000,BASELINE,Y,,2026-09-18
17931,18205320,343000,BASELINE,Y,,2026-09-18
17932,18756358,380000,BASELINE,Y,,2026-09-18
17933,18959806,479000,BASELINE,Y,,2026-09-18
17934,18918403,529000,BASELINE,Y,,2026-09-18
17935,18950653,1929000,BASELINE,Y,,2026-09-18
17936,19137754,717000,BASELINE,Y,,2026-09-18
17937,19165785,999000,BASELINE,Y,,2026-09-18
17938,19128315,549000,BASELINE,Y,,2026-09-18
17939,18308612,439000,BASELINE,Y,,2026-09-18
17940,19030688,470000,BASELINE,Y,,2026-09-18
17941,18911957,589000,BASELINE,Y,,2026-09-18
17942,17733443,3390000,BASELINE,Y,,2026-09-18
17943,19105218,575000,BASELINE,Y,,2026-09-18
17944,19125899,114000,BASELINE,Y,,2026-09-18
17945,18852557,1589000,BASELINE,Y,,2026-09-18
17946,19057611,609000,BASELINE,Y,,2026-09-18
17947,19132747,410000,BASELINE,Y,,2026-09-18
17948,19133128,329000,BASELINE,Y,,2026-09-18
17949,19124608,509000,BASELINE,Y,,2026-09-18
17950,19165106,259000,BASELINE,Y,,2026-09-18
17951,19165056,359000,BASELINE,Y,,2026-09-18
17952,19125456,579000,BASELINE,Y,,2026-09-18
17953,19135213,439000,BASELINE,Y,,2026-09-18
17954,19063057,499000,BASELINE,Y,,2026-09-18
17955,18646859,288000,BASELINE,Y,,2026-09-18
17956,19134151,1690000,BASELINE,Y,,2026-09-18
17957,19135157,124000,BASELINE,Y,,2026-09-18
17958,19157754,379000,BASELINE,Y,,2026-09-18
17959,18528615,455000,BASELINE,Y,,2026-09-18
17960,18546522,278000,BASELINE,Y,,2026-09-18
17961,19164571,168000,BASELINE,Y,,2026-09-18
17962,19164576,369000,BASELINE,Y,,2026-09-18
17963,18790450,339000,BASELINE,Y,,2026-09-18
17964,19164424,799000,BASELINE,Y,,2026-09-18
17965,18711544,899000,BASELINE,Y,,2026-09-18
17966,18694889,229000,BASELINE,Y,,2026-09-18
17967,19035166,399000,BASELINE,Y,,2026-09-18
17968,18826809,229000,BASELINE,Y,,2026-09-18
17969,18826767,889000,BASELINE,Y,,2026-09-18
17970,18735824,309000,BASELINE,Y,,2026-09-18
17971,19130231,99000,BASELINE,Y,,2026-09-18
17972,19164100,2490000,BASELINE,Y,,2026-09-18
17973,18439738,399000,BASELINE,Y,,2026-09-18
17974,18803960,409000,BASELINE,Y,,2026-09-18
17975,18701184,739000,BASELINE,Y,,2026-09-18
17976,19005679,699000,BASELINE,Y,,2026-09-18
17977,19163755,1,BASELINE,Y,,2026-09-18
17978,19134828,329000,BASELINE,Y,,2026-09-18
17979,19163717,699000,BASELINE,Y,,2026-09-18
17980,19163707,499000,BASELINE,Y,,2026-09-18
17981,19128090,515000,BASELINE,Y,,2026-09-18
17982,18671250,375000,BASELINE,Y,,2026-09-18
17983,19163677,599000,BASELINE,Y,,2026-09-18
17984,18919470,2299000,BASELINE,Y,,2026-09-18
17985,19155170,469000,BASELINE,Y,,2026-09-18
17986,19035666,239000,BASELINE,Y,,2026-09-18
17987,19080831,359000,BASELINE,Y,,2026-09-18
17988,19130905,1358000,BASELINE,Y,,2026-09-18
17989,18850772,1755000,BASELINE,Y,,2026-09-18
17990,18939886,2198000,BASELINE,Y,,2026-09-18
17991,18804714,798000,BASELINE,Y,,2026-09-18
17992,19132982,1099000,BASELINE,Y,,2026-09-18
17993,19132854,410000,BASELINE,Y,,2026-09-18
17994,19111405,1490000,BASELINE,Y,,2026-09-18
17995,18812856,375000,BASELINE,Y,,2026-09-18
17996,18576536,379000,BASELINE,Y,,2026-09-18
17997,18827231,999000,BASELINE,Y,,2026-09-18
17998,18997865,389000,BASELINE,Y,,2026-09-18
17999,19154813,259000,BASELINE,Y,,2026-09-18
18000,19154915,219000,BASELINE,Y,,2026-09-18
18001,19154818,189000,BASELINE,Y,,2026-09-18
18002,19141361,169000,BASELINE,Y,,2026-09-18
18003,18939432,1490000,BASELINE,Y,,2026-09-18
18004,18454084,499000,BASELINE,Y,,2026-09-18
18005,14690352,499000,BASELINE,Y,,2026-09-18
18006,19142658,899000,BASELINE,Y,,2026-09-18
18007,19143786,704000,BASELINE,Y,,2026-09-18
